NEVOgroep|product_naam_f|energiewaardeinkcal_kcal|eiwittotaal_g|vettotaal_g|vetzurenverzadigd_g|zout_g|koolhydraten_g|monoendisacchariden_g|ingredienttekst
Brood|Boergranenmix haver spelttjes bakpakket|227.06|11.805|2.241|0.002|0.93|35.805|2.541|Ingredienten: water, volkorenTARWEmeel, HAVERvlokken, HAVERgrutten, TARWEgluten, dextrose, gist, speltbloem (TARWE), bakkerszout, plantaardige olie (raapzaad), TARWEbloem, zuurteregelaar [voedingszuur (E270), E260], gistextract, enzymen (TARWE), meelverbe
Brood|Plattelands gerstebrood half|250.0|10.3|1.3|0.31|1.03|47.0|1.0|"Ingredienten: SPELTBLOEM, water, VOLKORENSPELTMEEL, SPELTZEMELEN, SPELTVLOKKEN, bakkersgist, gebroken SPELT, gepofte SPELT, moutmeel (SPELT), gluten (SPELT), bakkerszout, dextrose, specerijen, kruiden, meelverbeteraar (E300).
DIT PRODUCT KAN SPOREN VAN SO"
Brood|Kiem Spelt-Rogge (heel)|235.0|10.0|1.5|0.2|1.1|42.0|2.0|Ingrediënten: volkorenmeel (26% SPELT, 10%  ROGGE) water, bloem (16% SPELT, 7,5% TARWE, 1,5% ROGGE) 3% TARWEGLUTEN, gejodeerd zout, rijstmeel, 0,8% TARWEgries, moutmeel (ROGGE, TARWE) bakkersgist, TARWEkiem, acerolapoeder. Gemaakt in een bedrijf waar ook
Brood|K koningsbrood 5gy|238.0|9.479|1.65|0.24|1.019|43.778|1.217|"TARWEmeel, water, bakkersgist, moutmeel (GERST, TARWE), gejodeerd zout,  TARWEgluten, enzymen (TARWE), meelverbeteraar: E300, raapzaadolie.

Kan sporen bevatten van noten, soja, melk, sesam, lupine, ei."
Brood|Plattelands graan halfje|241.0|9.8|1.6|0.2|0.99|44.4|1.2|Ingrediënten: TARWEbloem, volkorenTARWEmeel, water, bakkersgist, TARWEgluten, gejodeerd zout, moutmeel (GERST, TARWE), raapzaadolie, enzym (TARWE), meelverbeteraar: E300.   Kan sporen bevatten van: ei, soja, melk, noten, sesam, lupine.
Brood|Provoost boeren tarwe sesam vol (bz)|250.0|9.48|3.46|0.64|0.98|43.01|1.12|32% TARWEBLOEM, 32% VOLKORENTARWEMEEL, water, 3,9% SESAMZAAD, bakkersgist, bakkerszout, raapzaadolie, SOJABLOEM, TARWEZUURDESEM, glucose-fructosestroop, moutmeel (GERST en TARWE), emulgator: E482/E471, suiker, raapzaadolie (geheel gehard), enzym (TARWE),
Graanproducten en bindmiddelen|Crunchy Muesli Paradise|436.0|8.2|16.3|4.9|0.106|57.8|17.8|36,3% Volkoren HAVERVLOKKEN, 12% volkoren TARWEVLOKKEN, oligofructose, zonnebloemolie, suiker, rijstkrokant (rijstgries, TARWEBLOEM, suiker, GERSTEMOUTEXTRACT, zout), 4,1% geraspte kokos, 4% banaanchips (59% banaan, kokosolie, suiker, aroma), 4% gekonfijt
Graanproducten en bindmiddelen|Knapperige muesli exotisch|436.0|8.2|16.3|4.9|0.106|57.8|17.8|36,3% Volkoren HAVERVLOKKEN, 12% volkoren TARWEVLOKKEN, oligofructose, zonnebloemolie, suiker, rijstkrokant (rijstgries, TARWEBLOEM, suiker, GERSTEMOUTEXTRACT, zout), 4,1% geraspte kokos, 4% banaanchips (59% banaan, kokosolie, suiker, aroma), 4% gekonfijt
Graanproducten en bindmiddelen|Knisperende granola bessen|432.0|8.9|15.8|4.0|0.088|56.8|15.6|40.2% volkoren HAVERVLOKKEN, 13% volkoren TARWEVLOKKEN, zonnebloemolie, oligofructose,  suiker, 7% rozijnen, (rozijnen, zonnebloem- en katoenzaadolie), rijstkrokant (rijstgries, TARWEBLOEM, suiker, GERSTEMOUT, zout), geraspte kokos, HAVERBLOEM, glucosestr
Graanproducten en bindmiddelen|Krokante muesli framboos|445.0|13.0|16.0|2.0|0.0|58.0|5.0|Ingrediënten: 73% volkoren havervlok, tarwevlok, zonnebloemolie, 3% zonnebloempit, 2,5% pompoenpit, 2% honing, 1,5% gevriesdroogde aardbei, melasse, gerstemout, antioxidant (E306).
Graanproducten en bindmiddelen|Knisperende granola peer-bosbes|415.0|9.0|13.0|1.5|0.1|58.0|14.0|Ingrediënten: 42% volkoren havervlok, 17% volkoren tarwevlok, oligofructose, gedroogd fruit (6,5% rozijn, 4% appel), 8,5% zonnebloemolie, glucosestroop, suiker, rijstmeel, honing, natuurlijk aroma, zout, antioxidant (ascorbinezuur, citroenzuur, E306).
Graanproducten en bindmiddelen|Natuursmaak krokante muesli puur|434.0|9.8|12.0|3.7|0.08|67.0|14.0|"Ingrediënten: volkoren HAVERvlokken* [GLUTEN] 54%, ruwe rietsuiker* 12%, gepofte rijst* (volkoren rijstmeel*), volkoren HAVERmeel* 7%, HAVERzemelen* 5%, zonnebloemolie*, kokosvlokken*, acaciavezelpoeder*, zeezout.
*Ingrediënt van biologische teelt. 
Dit p"
Brood|Grande'Italia croccini classici 125 g|396.0|13.0|6.8|2.4|2.0|69.0|1.9|"Ingrediënten: TARWEMEEL, palmolie, gist, zout, mout: moutextract (met GLUTEN) en gemoute TARWEMEEL

Kan sporen bevatten van sesam en melk."
Brood|Stay Strong Souptwists|396.0|12.8|6.8|2.4|2.0|69.3|1.9|Ingrediënten: TARWEmeel, palmolie, gist, zout, GERSTEmoutextract, gemout TARWEmeel. Dit product kan sporen van sesam, melk en soja bevatten.
Gebak en koek|Brabose kruidenkoekreep|311.0|2.6|0.5|0.06|0.3|72.0|40.0|"Glucose-fructosestroop, ROGGEBLOEM, water, suiker, specerijen (bevat kaneel), gebrande suiker, rijsmiddel: E500/E450, zout.

Dit product kan sporen van PINDA en NOTEN bevatten."
Gebak en koek|morgenkoek onverpakt 550gr|292.0|2.8|0.8|0.1|0.81|66.3|39.6|"glucose-fructosestroop, roggebloem, water, suiker, gekarameliseerde suikerstroop, specerijen, rijsmiddelen: E500 en E450, raapzaadolie, conserveermiddel: E200, zout, vezels (aardappel, erwt), tarwemoutmeel.

Kan sporen bevatten van noten en melk."
Gebak en koek|Klaverzand ontbijtkoek|309.0|2.8|0.7|0.1|0.8|71.2|44.3|Ingrediënten: glucose-fructosestroop, ROGGEbloem, water, suiker, gekarameliseerde suikerstroop, rijstmiddelen: E500 - E450, gemengde specerijen (incl. kaneel), plantaardige olie (koolzaad), zout, conserveermiddel: E200, plantaardige vezels (aardappel, erw
Gebak en koek|Peinersma ochtendkoek|306.0|2.5|1.5|0.3|0.51|68.8|38.8|Ingrediënten: glucose-fructosestroop (gemaakt van granen), ROGGEbloem 38%, specerijen, zonnebloemolie, rijsmiddel (natriumwaterstofcarbonaat, dinatriumdisfosfaat).
Gebak en koek|Rapje Renske ochtendcake|309.0|2.6|1.0|0.1|0.48|70.9|38.9|"Ingrediënten: Glucose-fructosestroop (gemaakt van granen), ROGGEbloem, suiker, rijsmiddel (natriumbicarbonaat,  zuurnatriumpyrofosfaat), specerijen,  zonnebloemolie, rijstebloem. 
Wordt gemaakt in een bakkerij waar ook noten worden verwerkt."
Gebak en koek|Flitsende Frits speculaankoek|311.0|2.7|1.0|0.2|0.28|71.3|41.9|"Ingrediënten: Glucose-fructosestroop (gemaakt van granen), ROGGEbloem, suiker, water, specerijen, zonnebloemolie, rijsmiddel (natriumbicarbonaat,  zuurnatriumpyrofosfaat), rijstebloem, gebrande suiker.
Wordt gemaakt in een bakkerij waar ook noten worden v"
Gebak en koek|Speculaarkoek|283.0|4.0|1.2|0.2|0.48|56.2|27.2|"Ingrediënten: ROGGEbloem, glucosefructosestroop
(gemaakt van granen),
voedingsvezel (oligofructose), suiker,
specerijen, rijsmiddel (natriumbicarbonaat,
zuurnatriumpyrofosfaat), rijstebloem,
zonnebloemolie, stabilisator (glycerol),
conserveermiddel (kaliu"
Gebak en koek|Ochtendkoek puur|280.0|3.0|0.9|0.1|0.6|63.0|34.0|Ingrediënten: glucose-fructosestroop, roggebloem, water, gekaramelliseerde suikerstroop, voedingsvezel (aardappel, erwt), rijsmiddel (E450, E500), specerijen, suiker, raapolie, conserveermiddel (E200), tarwemoutmeel, zout.
Gebak en koek|Grunneger kruidenkoekreep|310.0|2.5|0.5|0.1|0.3|72.0|40.0|Ingrediënten: Glucose-fructosestroop, ROGGEbloem, water, parelsuiker, suiker, specerijen, gebrande suiker, rijsmiddel (E450, E500), zout. Allergie-informatie: bevat roggegluten. Gemaakt in een bedrijf waar ook pinda's en noten worden verwerkt.
Gebak en koek|Ochtendkoek|285.0|2.5|0.5|0.1|0.5|66.0|37.0|"Ingrediënten: Invertsuikerstroop*, ROGGEbloem*, water, honing*, rietsuiker*, specerijen*, rijsmiddel (natriumcarbonaat), azijn*, TARWEzemel*, *Van biologische oorsprong.

Allergie-informatie: bevat roggegluten, tarwegluten. Gemaakt in een bedrijf waar ook"
Brood|Allitech volkoren helft|198.0|8.6|1.76|0.25|0.88|33.65|1.2|"VOLKORENTARWEMEEL, water, bakkerszout, TARWEMOUTMEEL, GERSTEMOUTMEEL, ENZYMEN (TARWE) , meelverbeteraar (E300), plantaardige oliën (raapzaad ), gist.
Dit product kan sporen bevatten van SESAM bevatten."
Brood|Allensburg volgranen|221.0|12.5|1.5|0.3|0.98|36.3|2.3|Ingrediënten: volkorenTARWEmeel, water, TARWEgluten, bakkersgist, gejodeerd zout, dextrose, moutmeel (GERST, TARWE), TARWEzetmeel, ROGGEzuurdesem, raapzaadolie, ROGGEzuurdesem, enzym (TARWE), meelverbeteraar: E300.   Kan sporen bevatten van: ei, soja, mel
Brood|Boeren korenmix ses|237.0|11.4|3.0|0.5|0.93|37.5|1.5|Ingrediënten: volkorenTARWEmeel, water, TARWEgluten, bakkersgist, SESAMZAAD, gejodeerd zout, moutmeel (GERST, TARWE), raapzaadolie, enzym (TARWE), meelverbeteraar: E300.   Kan sporen bevatten van: ei, soja, melk, noten, lupine.
Brood|Helegran 800g plakjes|218.08|9.512|1.729|0.355|0.96|37.143|1.644|Ingredienten: volkorenTARWEmeel, water, gist, bakkerszout, TARWEzemelen, dextrose, TARWEbloem, plantaardige olie (raapzaad), emulgatoren (E471, E482), TARWEzetmeel, SOJAbloem, veldbonenmeel, plantaardig vet (palm), TARWEmout, GERSTemoutmeel, meelverbetera
Brood|Helegranen Brood 800g ongemalen|218.08|9.512|1.729|0.355|0.96|37.143|1.644|Ingredienten: volkorenTARWEmeel, water, gist, bakkerszout, TARWEzemelen, dextrose, TARWEbloem, plantaardige olie (raapzaad), emulgatoren (E471, E482), TARWEzetmeel, SOJAbloem, veldbonenmeel, plantaardig vet (palm), TARWEmout, GERSTemoutmeel, meelverbetera
Brood|Amsterdams graanbrood (vers ingevroren)|225.0|11.0|1.5|0.2|0.9|38.0|1.5|"Ingrediënten: VolkorenTARWEmeel, water, TARWEgluten, bakkersgist, moutmeel (GERST, TARWE), gejodeerd zout, acerolapoeder

Bevat gerstgluten, tarwegluten. Kan sporen bevatten van lupine, lactose, melkeiwit, sesam, soja."
Brood|Ambachtelijk volkoren 500gram|239.0|9.9|2.3|0.5|0.7|40.6|1.3|Ingrediënten: VOLKORENTARWEMEEL, water, TARWEZEMELEN, TARWEGLUTEN, TARWEZUURDESEM, olijfolie, rijstemeel, bakkerszout, bakkersgist, suiker, ROGGEBLOEM, meelverbeteraar: E300, enzym [TARWE].   Kan bevatten: ei, soja, melk, noten, sesam, lupine.
Brood|Landelijke volkoren heel + half|205.0|8.42|1.58|0.315|0.846|34.82|0.795|"Ingrediënten: VOLKORENTARWEMEEL, water, bakkersgist, bakkerszout, TARWEZUURDEEG (GEDROOGD), plantaardige olie (raapzaad), suiker, emulgator (plantaardig) (E471), zout, TARWEZETMEEL, meelverbeteraar (ascorbinezuur), TARWEBLOEM, enzymen (TARWE).
Dit product"
Hartige sauzen|Middelvolle frietsaus deluxe|155.0|0.4|13.0|1.0|1.5|8.5|2.0|Ingrediënten: water, raapolie, azijn, gemodificeerd maïszetmeel, glucose-fructosestroop, vrije-uitloopei, voedingsvezel (polydextrose), zout, glutenvrij tarwezetmeel, specerijen (mosterd), vrije-uitloopeigeel, conserveermiddel (E202), voedingszuur (melkzu
Niet-alcoholische dranken|Chocolatto|38.0|2.3|1.2|0.8|0.09|4.2|3.9|Volle MELKPOEDER, koffie, suiker, emulgator: zonnebloemlecithine
Brood|Spelta pita|245.0|9.5|1.0|0.2|0.9|48.0|1.5|Ingrediënten: speltbloem, water, gist, zout, dextrose.
Soepen|Fluweelzachte kippenstoof|56.0|2.6|3.2|0.9|0.71|4.0|1.7|water, 13% groenten (wortel, prei, BLEEKSELDERIJ, ui, peterselie, bieslook), 9% kippenvlees*, 2% mascarpone (room (MELK), zuurteregelaar: E330), raapzaadolie, TARWEBLOEM, magere MELKPOEDER, gemodificeerd maïszetmeel, zout, glucosestroop, aroma (EI, GLUTEN
Soepen|Koninglijke kippensoep|21.0|2.0|0.8|0.3|0.8|1.5|0.3|Ingrediënten: Water, 6% kippenvlees, 3% wortel, bleekSELDERIJ, durum TARWEgriesmeel, zout, kippenvet, 0,5% prei, natuurlijke aroma's (MELK), uienpoeder, dieetzout (kaliumchloride), verdikkingsmiddel (guarpitmeel), champignonextract, scharrelEI-eiwit, kleu
Soepen|Rivox soep fluwelen kip 570 ml|39.0|2.0|1.5|0.5|0.66|4.1|0.9|Ingrediënten: Water, groenten 12,5% (wortel 4,6%, prei 3,8%, BLEEKSELDERIJ 2,7%, sjalot 1,4%), gekookt kippenvlees 4,6%, kruidenroomkaas 1,9% (ROOM, MELK, KARNEMELK, zout, specerijen (knoflook, peper), kruiden), gemodificeerd maïszetmeel, TARWEBLOEM, raap
Niet-alcoholische dranken|Feen - tropisch sap feen 750ml|47.0|0.3|0.1|0.0|0.0|11.1|10.4|"70% appelsap, 18% ananassap, 8% nectarinepuree, 4% perzikpuree.
Gepasteuriseerd."
Gebak en koek|Peerpunt ongebakken|344.0|4.7|20.9|10.7|0.68|34.4|12.1|Ingrediënten: TARWEBLOEM, 23% appel, water, niet geharde plantaardige oliën en vetten: (palm, sukjes kokos, raap), suiker, gedroogde rozijnen, gemodificeerd aardappelzetmeel, zout, aardappelzetmeel, voedingszuur: E330, emulgatoren: (E471, E472b), kaneel,
Gebak en koek|Eierkrullen|321.0|7.4|3.9|1.2|0.25|66.9|36.6|"TARWEBLOEM, suiker, 20% SCHARRELEI, glucose-fructosestroop, plantaardige olie (raapzaad, kokos), stabilisator: E422, magere MELKPOEDER, rijsmiddel: E503/E500/E450, TARWEZETMEEL, natuurlijk aroma.

Kan sporen van SOJA en NOTEN bevatten."
Hartige snacks en zoutjes|Tapas delight croquetas de chorizo serrano (800 gram)|195.0|3.3|9.1|4.2|2.8|23.6|3.8|Bereide magere MELKpoeder, water, Iberico schouderham en ham (gesneden Iberico schouderham en ham, antioxidant (E301), conserveermiddelen: E250, E252), TARWEmeel, paneermeel (TARWEmeel, water, zout, gist, MEEL VAN GEMOUTE GERST, antioxidant: E300), zonneb
Hartige snacks en zoutjes|Perfecto oven kroketten (1700 gram)|160.0|6.0|8.9|2.7|1.0|13.6|0.7|water, gekookt rundvlees draadjes, doorhaalvloeistof (water, battermix (LUPINEMEEL, stabilisator: E451,E452, verdikkingsmiddel: E466,E412, TARWEBLOEM, citroenolie)), paneermeelmix (TARWEmeel, volkoren TARWEmeel, TARWEbloem (GLUTEN), frituurvet (gedeelteli
Hartige snacks en zoutjes|Krakkel|233.0|6.37|13.25|4.38|1.41|20.9|1.0|water, paneermeel (TARWEMEEL, zout, gist), doorhaalvloeistof (water, battermix (LUPINEMEEL, stabilisator: E451/E452, verdikkingsmiddel: E466/E412, TARWEBLOEM, raapolie, citroenolie)), TARWEBLOEM, 15% gekookt rundvlees, palmolie en palmvet, kruidenmix (zou
Hartige snacks en zoutjes|Beefkroketjes 4st 300gr|233.0|6.37|13.25|4.38|1.41|20.9|1.0|water, paneermeel (TARWEMEEL, zout, gist), doorhaalvloeistof (water, battermix (LUPINEMEEL, stabilisator: E451/E452, verdikkingsmiddel: E466/E412, TARWEBLOEM, raapolie, citroenolie)), TARWEBLOEM, 15% gekookt rundvlees, palmolie en palmvet, kruidenmix (zou
Hartige snacks en zoutjes|Kroket beefdelight 8s|175.0|6.8|7.1|2.8|1.3|20.6|2.0|water, paneermeel (tarwebloem, zout, gist), gekookt rundvlees 14%, tarwebloem, plantaardige oliën (palm, raapzaad, gedeeltelijk geharde palm), gedroogde glucosestroop, bruine basterdsuiker (suiker, suikerstroop, kleurstof: E150c), dextrose, emulgator: E46
Hartige snacks en zoutjes|Dora oven bifstuk kroketten|250.0|7.8|15.0|5.5|1.4|20.0|0.9|"Ingrediënten: 

Water, rundvlees 25%*, paneermeel (TARWEbloem, volkorenTARWEmeel, zonnebloemolie, water, zout, gist), TARWEbloem, plantaardige oliën (palm, raap, zonnebloem), roomboter (MELK), zout, rundergelatine, natuurlijk aroma, groentepoeder (knofloo"
Hartige snacks en zoutjes||180.0|7.0|7.5|3.5|1.1|21.0|1.5|Ingrediënten: water, paneermeel (tarwe), 15% gekookt rundvlees, tarwebloem, plantaardige olie (palm, raap), rundergelatine, specerijen, zetmeel (tapioca, aardappel), zout, extract (champignon, rundvlees), glucosepoeder, suiker, peterselie, rijsteiwit, dex
Hartige snacks en zoutjes|Magische kroket|225.0|6.0|13.0|4.5|1.2|20.0|1.5|Ingrediënten: water, 16% gekookt rundvlees, paneermeel (tarwe), tarwebloem, plantaardige olie (palm, zonnebloem, raap), 4% slagroom, scharreleigeel, ui, rundergelatine, zout, specerijen, extract (champignon, rundvlees), verdikkingsmiddel (guarpitmeel, E46
Hartige snacks en zoutjes|Bevroren oven biefstuk kroketten|236.0|6.5|13.8|5.5|1.4|20.0|1.4|Ingrediënten: Water, paneermeel (TARWEBLOEM, volkoren TARWEMEEL, water, gist, zout, zonnebloemolie), 9% gekookt rundvlees, 9% TARWEBLOEM, plantaardige oliën (palm, raap, koolzaad), geconcentreerde boter (MELK), ui, gelatine (rund), zout, SOJASAUS (water,
|Flappenbroeken|220.0|4.5|8.5|3.5|1.2|31.0|11.0|Ingrediënten: water, bloem (tarwe, rogge, boekweit), palmolie, scharrelei, weipoeder, suiker, zout, rijsmiddel (E500, E341), conserveermiddel (E202), antioxidant (citroenzuur).
|Platenkoeken|270.0|4.9|12.9|1.2|0.82|32.2|14.3|Ingrediënten: MELK 43%, TARWEBLOEM, suiker, plantaardig vetstoffen (palm, raap), EIEREN 6%, rijsmiddelen (natriumbicarbonaat en natrium difosfaat), emulgator (zonnebloemlecithine, mono- en digluceriden van vetzuren), bewaarmiddel (calcium propionaat), zou
|Panneplaat klassiek|236.0|4.7|10.5|4.6|0.748|30.0|6.9|Water, TARWEBLOEM, palmolie, VRIJE UITLOOPEI, suiker, weipoeder (MELK), boekweitmeel, ROGGEBLOEM, azijn, zout, aroma (MELK), magere MELKPOEDER, conserveringsmiddel: E202, rijsmiddel: E500, emulgator: zonnebloemlecithine.
Gebak en koek|Krokengoud appelpartjes 3 stuks|381.0|5.6|13.2|7.4|1.6|59.0|25.1|"Ingrediënten:
appel (32%), TARWEbloem, suiker, roomboter (MELK), plantaardige olie (raapzaad, palm), water, MELK, EI, glucose-fructosestroop, karneMELK,
rozijnen, glucosestroop, maiszetmeel (gemodificeerd), zout, rijsmiddel (E500), stabilisator (E422), kr"
Gebak en koek|De luchtvaarder patisserie b.v. boterslag appelkrummelgebakje|378.0|4.2|11.6|7.6|0.5|66.8|41.3|Ingrediënten: TARWEBLOEM, suiker, 26% appel, 13% roomboter (MELK), dextrose, gemodificeerd zetmeel (maïs, aardappel), SOJABLOEM, invertsuikerstroop, zout, rijsmiddel : E450/E500, citroenschil, geconcentreerd citroensap, rijstebloem, natuurlijk aroma, weip
Gebak en koek|Korenkoekje|460.0|7.5|15.0|7.0|0.9|71.0|19.0|Ingrediënten: TARWEbloem, suiker, volkoren TARWEmeel, palmolie, 5,5% HAVERvlok, glucose-fructosestroop, zout, rijsmiddel (E500, E530). Allergie-informatie: bevat tarwegluten, havergluten. Gemaakt in een bedrijf waar ook sesam en melk worden verwerkt.
Vleeswaren|Beukengerookte kipfilet|105.0|22.0|1.5|0.5|1.0|0.8|0.3|Ingrediënten: 98% kipfilet, zout, gedroogde glucosestroop, dextrose, suiker, gistextract, rook, conserveermiddel (E250). Gemaakt in een bedrijf waar ook pinda's en noten worden verwerkt.
Vleeswaren|Kalkoenfilet gerookt 1x 2025+|110.0|22.6|1.8|0.5|1.0|0.1|0.1|Ingrediënten: 97% Kippenvlees, zout, voedingszuur: E326, glucosestroop, stabilisator: E450/E451, antioxidant: E300/E301, dextrose, suiker, smaakversterker: E631/E627, conserveermiddel: E261/E250, natuurlijk aroma, natuurlijke rook.
Vleeswaren|Kippenborst voordeelpakket zmk 230 gram|143.0|20.5|5.0|2.0|2.25|4.0|2.5|kippenvlees 90%, dextrose, zout, kaliumzout, voedingszuur: E326, zonnebloemolie, aardappelzetmeel, stabilisator: E451, natuurlijk aroma, melkeiwit, kippeneiwit, antioxidant: E316, conserveermiddel: E250.
Vleeswaren|Vleugels gebraden kipstukjes 125g|120.0|17.0|4.0|1.2|2.18|3.9|2.2|Ingrediënten: kippenvlees 86%, waarvan mechanisch gesepareerd kippenvlees 9%, water, aardappelzetmeel, voedingszuur: E326, zout, dextrose, MELKEIWIT, stabilisatoren: E451, E450, glucosestroop, natuurlijk aroma, smaakversterker: E621, antioxidanten: E301,
Vleeswaren|Kruidige kipfilet|125.0|19.0|5.0|1.5|1.9|1.0|0.4|Ingrediënten: 90% kippenvlees, zout, dextrose, stabilisator (E407, E450), aroma, antioxidant (E301), conserveermiddel (E250), natuurlijk rookaroma.
Vleeswaren|Thuisselectie kiprolletjes 2 plakken|126.16|18.67|1.48|0.4|2.17|9.12|0.41|Kipvlees (84%), water, aardappelzetmeel, zout, glucosestroop, gebrande suiker, stabilisator (E451), voedingszuur (E326, E262), specerijen, dextrose, keukenzout, kruiden, conserveermiddel (E250), gistextract
Vleeswaren|Dunnevlies kippenborst|140.0|18.0|6.0|2.0|2.5|3.0|1.5|"Ingrediënten: 90% kippenvlees, aardappelzetmeel, zout, zuurteregelaar (E325), MELKEIWIT, LACTOSE, glucosestroop, dextrose, specerijextracten, aroma, rookaroma, stabilisator (E450, E451), antioxidant (E301), conserveermiddel (E250)

Allergie-informatie: be"
Vleeswaren|Kipfilet mediterrane kruiden|110.0|21.0|2.5|0.8|1.7|0.5|0.5|Ingrediënten: 97% kippenvlees, zout, stabilisator (E407, E450), dextrose, aroma's, antioxidant (E301), koolzaadolie, conserveermiddel (E250), rozemarijn, peper, paprikapoeder, tijm, knoflookpoeder, gerookt zout, maltodextrine.
Kruiden en specerijen|Kruidenkoning basis voor rijstschotel 20 g|282.0|11.0|3.7|0.4|21.5|45.0|23.0|Ingrediënten: Groenten (ui, wortel, prei, paprika), bouillonpoeder (SOJA), zout, zetmeel, suiker, specerijen (gemberwortel, koriander, komijnzaad, paprikapoeder, kurkuma, cayennepeper, peper), sojasauspoeder (zout, SOJABONEN, TARWE, maltodextrine), natuur
Kruiden en specerijen|Rijst specerijen|386.0|9.4|18.0|7.9|15.4|49.3|27.2|Ingrediënten: gebakken uien (uien, TARWEMEEL, zout, palmolie), gedroogde uien, gedroogde prei, zout, natuurlijke aroma`s, suiker, knoflook, paprika, SOJASAUS (water, SOJABONEN, TARWE, zout), zonnebloemolie, witte peper. Kan sporen van pinda`s bevatten.
Kruiden en specerijen|Nasi goreng, blend van groenten en kruiden 100% puur|96.0|6.2|1.8|0.5|0.45|13.0|1.8|Ingrediënten: 43% groenten(ui, wortel, prei), 23% specerijen(korianderzaad, laos, kurkuma, gember, knoflook, komijn, citroengras), zout, palmolie, TARWEBLOEM, LUPINE, zeezout, gistextract, zonnebloemolie.
Kruiden en specerijen|Mix voor bami goreng|97.0|5.0|1.5|0.4|0.4|15.0|2.0|Ingrediënten: specerijen (koriander, paprika, laos, 2,5% knoflook, kurkuma, chili, komijn, 1% gember, ui, witte peper, nootmuskaat), gedroogde groente (ui, wortel, prei), gebakken ui, plantaardige olie (palm, zonnebloem, koolzaad), zout, tarwebloem, malto
Kruiden en specerijen|Mix voor rijst exotisch|125.0|6.0|1.5|0.3|0.4|21.0|1.5|"Ingrediënten: Gedroogde groentemix: 43% ui, 42% gedroogde groente (ui, wortel, prei), palmolie, tarwebloem, zout. 
Kruidenmix met zout: 44% specerijen (koriander, laos, paprika, kurkuma, witte peper, chili, knoflook, komijn, gember, ui), 38% zout, maltode"
Kruiden en specerijen|Bami Bali mix|132.0|3.1|5.2|0.6|5.5|18.3|16.1|Ingrediënten: water, SOJAsaus (water, SOJA, TARWE, zout), ui, melado, zonnebloemolie, zout, prei, suiker, rode peper, tomatenpuree, gemodificeerd maïszetmeel, paprika, gistextract, vis, emulgator(mon- en diglyceriden van vetzuren), verdikkingsmiddelen(xan
Graanproducten en bindmiddelen|Knapperige granola noten|455.0|10.0|19.0|2.0|0.49|55.0|11.0|Ingrediënten: 50% volkoren havervlok, 8,5% volkoren tarwevlok, oligofructose, suiker, 7% zonnebloemolie, glucosestroop, 3,5% hazelnoot, 3,5% paranoot, rijstmeel, 2,5% amandel, 2% pecannoot, honing, zout, natuurlijk aroma, antioxidant (tocoferolrijk extrac
Graanproducten en bindmiddelen|Krokante muesli 7 zaden|465.0|10.0|21.0|2.5|0.47|52.0|12.0|Ingrediënten: 46% volkoren havervlok, oligofructose, suiker, volkoren tarwevlok, 6,5% zonnebloemolie, rijstmeel, 5% hazelnoot, 4% amandel, 3% paranoot, 2% pecannoot, honing, 1% walnoot, zout, natuurlijk aroma, antioxidant (tocoferolrijk extract [E306]).
Graanproducten en bindmiddelen|Crispy choco-frambozen granola|440.0|10.0|15.0|2.5|0.0|62.0|20.0|Ingrediënten: 33% volkoren havervlok*, 23% volkoren tarwevlok*, rietsuiker*, 9% zonnebloemolie*, 6,5% tarwezemel*, bloem* (2,5% haver, 0,6% rijst, 0,3% tarwe), 3% gevriesdroogde framboos*, glucosestroop*, geraspte kokos*, cacaomassa*, honing*, cacaoboter*
